,inci,title,peh_class
84,['Squalane'],YOUR NATURAL SIDE SKWALAN Z OLIWEK – do włosów wysokoporowatych,E
85,['Sambucus\xa0Nigra Seed Oil'],"Your Natural Side – nierafinowany olej z nasion czarnego bzu, do włosów wysokoporowatych",E
86,['Caryodendron Orinocense (Cacay) Seed Oil'],"Your Natural Side – brazylijski olej cacay, nierafinowany",E
87,['Solanum Lycopersicum (Tomato) Seed Oil'],Your Natural Side – nierafinowany olej z nasion pomidora,E
88,['Argania Spinosa (Argan) Kernel Oil'],"Your Natural Side – zimnotłoczony olej arganowy, marokańskie złoto, do włosów średnioporowatych",E
89,"['Persea Gratissima (Avocado) Seed Oil', 'Hydrogenated Vegetable Oil', 'Tocopherol Acetate (Vitamin E)']","Your Natural Side – masło awokado, do włosów średnioporowatych",E
90,"['Helianthus Annuus (Sunflower) Seed Oil', 'Equisetum Arvense (Horsetail) Herbs Extract', 'Zea Mays (Corn) Germ Oil', 'Arctium Lappa (Burdock) Root Extract', 'BHT']","Green Pharmacy, Elfa Pharm – olejek łopianowy na porost i wzmocnienie włosów, z zielem skrzypu",E
91,"['Aqua', 'Macadamia Ternifolia Seed Oil', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Brassica Oleracea Italica Seed Oil', 'Moringa Oleifera Seed Oil', 'Prunus Domestica (Plum) Seed Oil', 'Camellia Japonica Seed Oil', 'Starch Hydroxypropyltrimonium Chloride', 'Cetrimonium Chloride', 'Phenoxyethanol', 'Benzoic Acid', 'Dehydroacetic Acid', 'Parfum']",Anwen Emolientowy Irys – odżywka do włosów o średniej porowatości,E
92,"['Coco-Caprylate', 'Caprylic/Capric Triglyceride', 'Titanium Dioxide', 'Zinc Oxide', 'Glyceryl Behenate', 'Polyglyceryl-2 Dipolyhydroxystearate', 'Hydrated Silica', 'Hydrogenated Vegetable Oil', 'Polyhydroxystearic Acid', 'Polyglyceryl-3 Diisostearate', 'Stearic Acid', 'Mauritia Flexuosa (Buriti) Fruit Oil', 'Tocopherol', 'Helianthus Annuus (Sunflower) Seed Oil', 'Alumina', 'Palmitic Acid']",ANTHYLLIS KREM PRZECIWSŁONECZNY DO WŁOSÓW SPF 30 – ochrona przeciwko UVA i UVB,E
93,['Oenothera Biennis Oil'],"Your Natural Side – nierafinowany olej z wiesiołka, do wrażliwej, przetłuszczającej się skóry głowy oraz do włosów wysokoporowatych",E
94,['Macadamia Integrifolia Seed Oil'],"Your Natural Side – zimnotłoczony olej makadamia, do włosów średnioporowatych",E
95,['Coffea Arabica Seed Oil'],"Your Natural Side – nierafinowany olej z zielonych nasion kawy, na porost",E
96,['Calendula Officinalis Flower in Helianthus Annuus Seed Oil'],ETJA ZIMNOTŁOCZONY MACERAT OLEJ Z NAGIETKA LEKARSKIEGO – do włosów wysokoporowatych i średnioporowatych,E
97,['Daucus Carota in Helinathus Annuus Seed Oil'],ETJA ZIMNOTŁOCZONY MACERAT OLEJ Z NASION MARCHWI – do włosów wysokoporowatych i średnioporowatych,E
98,['Carum Petroselinum (Parsley) Seed Oil'],"Your Natural Side – nierafinowany olej z nasion pietruszki, do przetłuszczającej się skóry głowy",E
99,['Rubus Fruticosus Seed Oil'],"Your Natural Side – nierafinowany olej z nasion jeżyn, do włosów wysokoporowatych",E
100,"['Macadamia Ternifolia Seed Oil', 'Rosa Moschata Seed Oil', 'Parfum', 'PEG-8', 'Tocopherol', 'Ascorbyl Palmitate', 'Ascorbic Acid', 'Citric Acid', 'Citronellol', 'Geraniol']",ELFA PHARM VIS PLANTIS OLEJ RÓŻANY – wzbogacony olejem makadamia,E
101,['Rubus Idaeus (Raspberry) Seed Oil'],MOHANI OLEJ Z NASION MALIN – do włosów wysokoporowatych,E
102,"['Octyldodecanol', 'Macadamia Integrifolia Seed Oil', 'Organic Sophora Japonica Flower Extract', 'Hamamelis Virginiana Leaf Extract', 'Isododecane and Hydrogenerated Tetradecenyl/Methylpentadecene', 'Aesculus Hippocastanum Extract', 'Zingiber Officinale Extract', 'Citrus Aurantium Essential Oil', 'Jasminum Essential Oil', 'Tocopherol', 'Perfume', 'Linalool', 'Citronellol', 'Limonene', 'Geraniol', 'Eugenol', 'Citral']",ECO LABORATORIE MACADAMIA SPA – olej fluid do włosów cienkich i łamliwych,E
103,"['Water (Aqua)', 'Glycerin', 'Polysorbate-20', 'Fragrance', 'PEG-40 Hydrogenated Castor Oil', 'Butyrospermum Parkii (Shea) Butter', 'Magnesium Sulfate', 'Guar Hydroxypropyl Trimonium Chloride', 'Citric Acid', 'Methylisothiazolinone', 'Phenoxyethanol']",CANTU COMEBACK CURL NEXT DAY CURL REVITALIZER – mgiełka do reanimacji loków i fal,E
104,"['Aqua (Water)', 'Stearyl Alcohol', 'Cetyl Alcohol', 'Butyrospermum Parkii (Shea) Butter', 'Stearamidopropyl Dimethylamine', 'Glyceryl Stearate', 'Phenoxyethanol', 'Parfum (Fragrance)', 'Neopentyl Glycol Diheptanoate', 'Lactic Acid', 'Isododecane', 'Ethylhexylglycerin', 'Polyester-11', 'Panthenol', 'Disodium Edta', 'Benzyl Benzoate']",CANTU Hydrating Emolientowa odżywka do włosów o każdej porowatości,E
105,['Mangifera Indica (Mango) Seed Butter'],ETJA MASŁO MANGO – do włosów niskoporowatych i średnioporowatych,E
106,['Theobroma Cacao (Cocoa) Seed Butter'],ETJA NIERAFINOWANE ZIMNOTŁOCZONE NATURALNE MASŁO KAKAOWE – do włosów niskoporowatych i średnioporowatych,E
107,['ymphytum Officinale Leaf in Helianthus Annuus Seed Oil'],ETJA ZIMNOTŁOCZONY MACERAT OLEJ Z ŻYWOKOSTU LEKARSKIEGO – do włosów wysokoporowatych i średnioporowatych,E
108,['Plukenetia Volubilis (Sacha Inchi) Seed Oil'],ETJA NIERAFINOWANY ZIMNOTŁOCZONY OLEJ INCA INCHI – do włosów średnioporowatych,E
109,['Prunus Amygdalus Dulcis (Sweet Almond) Oil'],ETJA ZIMNOTŁOCZONY OLEJ ZE SŁODKICH MIGDAŁÓW – do włosów wysokoporowatych i średnioporowatych,E
110,['Salvia Hispanica Seed Oil'],ETJA NIERAFINOWANY ZIMNOTŁOCZONY OLEJ Z NASION CHIA – do włosów wysokoporowatych,E
111,['Calophyllum Inophyllum (Tamanu) Seed Oil'],"Your Natural Side – nierafinowany olej tamanu, do problemowej skóry głowy, skłonnej do podrażnień i łupieżu",E
112,['Sclerocarya Birrea (Marula) Seed Oil'],"Your Natural Side – antystarzeniowy olej marula, nierafinowany, kwasy Omega-9",E
113,['Cucumis Sativus Seed Oil'],"Your Natural Side – nierafinowany olej z nasion ogórka, do włosów wysokoporowatych i do przetłuszczającej się skóry głowy",E
114,"['Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Coffea Arabica Seed Oil', 'Hydrogenated Vegetable Oil', 'Tocopherol Acetate (Vitamin E)']","Your Natural Side – masło kawowe, do włosów niskoporowatych",E
115,"['Aqua', 'Cetrimonium Chloride', 'Cetearyl Alcohol', 'Myristyl Alcohol', 'Olea Europaea (Olive) Fruit Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Lawsonia Inermis (Henna) Leaf Extract', 'Perfume', 'Magnesium Nitrate', 'Magnesium Chloride', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Citric Acid', 'CI 16255', 'CI 19140', 'CI 14720', 'CI 73015', 'CI 28440']",DABUR VATIKA OLIWA Z OLIWEK – dogłębnie wzmacniająca maska do włosów,E
116,"['Water (Aqua/Eau)', 'Carbomer', 'Polysorbate-20', 'VP/VA copolymer', 'Fragrance/Parfum Anise Alcohol', 'Linum Usitatissimum (Linseed) Seed Oil', 'Olea Europaea (Olive) Fruit Oil', 'Butyrospermum Parkii (Shea) Butter', 'Aminomethyl Propanol (Water Soluble)', 'Phenoxyethanol', 'Benzoic Acid', 'Ethylhexylglycerin', 'Glycereth-2 Cocoate', 'Glycerin', 'Disodium Edta', 'Yellow 5 (CI 19140)', 'Blue 1 (CI 42090)']",CANTU MOISTURE RETENTION STYLING GEL- żel utrzymujący odpowiednie nawilżenie włosów kręconych i falowanych,E
117,"['Aqua', 'Cetearyl Alcohol', 'Butyrospermum Parkii (Shea) Butter', 'Cucurbita Pepo (Pumpkin) Seed Oil', 'Behentrimonium Chloride', 'Brassica Oleracea Italica Seed Oil', 'Papaver Somniferum Seed Oil', 'Carthamus Tinctorius Seed Oil', 'Raphanus Sativus Seed Oil', 'Cetrimonium Chloride', 'Starch Hydroxypropyltrimonium Chloride', 'Phenoxyethanol', 'Benzoic Acid', 'Dehydroacetic Acid', 'Parfum', 'Citronallol', 'Geraniol', 'Linalool']",Anwen MAŁA Odżywka Emolientowa Róża do włosów o wysokiej porowatości,E
118,['Butyrospermum Parkii (Shea) Butter'],"ETJA NIERAFINOWANE ZIMNOTŁOCZONE MASŁO SHEA – – do włosów wysokoporowatych, średnioporowatych i niskoporowatych",E
119,['Prunus Domestica (Plum) Seed Oil'],ETJA NIERAFINOWANY ZIMNOTŁOCZONY OLEJ Z PESTEK ŚLIWKI – do włosów średnioporowatych,E
120,"['Arnica Montana (Mountain Arnica) Flower Extract', 'Helianthus Annuus (Sunflower) Seed Oil']",ETJA ZIMNOTŁOCZONY MACERAT OLEJ Z ARNIKI GÓRSKIEJ – do włosów wysokoporowatych i średnioporowatych,E
121,['Macadamia Ternifolia Seed Oil'],ETJA NIERAFINOWANY ZIMNOTŁOCZONY OLEJ MAKADAMIA – do włosów wysokoporowatych i średnioporowatych,E
122,['Limnanthes Alba Seed Oil'],Your Natural Side – nierafinowany olej meadowfoam – “piana łąkowa”,E
123,['Mauritia Flexuosa Oil'],Your Natural Side – olej z palmy buriti (Mauritia),E
124,['Opuntia Ficus-Indica (Prickly Pear) Seed Oil'],"Your Natural Side – luksusowy olej z nasion opuncji figowej, nierafinowany, do włosów wysokoporowatych",E
125,['Crambe Abyssinica Seed Oil'],Your Natural Side – olej abisyński (katran abisyński),E
126,['Cocos Nucifera (Coconut) Oil'],"Your Natural Side – nierafinowany olej kokosowy, do włosów niskoporowatych",E
127,"['Aqua', 'Cetrimonium Chloride', 'Cetearyl Alcohol', 'Myristyl Alcohol', 'Propylene Glycol', 'Parfum', 'Honey Extract', 'Hydrogenated Castor Oil', 'Marrow Extract', 'Egg Powder', 'Olea Europaea (Olive) Fruit Oil', 'Magnesium Nitrate', 'Magnesium Chloride', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Citric Acid', 'CI 19140', 'CI 42080', 'CI 28440', 'CI 16255', 'CI 14720']",DABUR VATIKA PROTEINY JAJECZNE – maska głęboko odżywiająca,E
128,"['Oryza Sativa (Rice) Bran Oil', 'Sesamum Indicum (Sesame ) Seed Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Hibiscus Sabdariffa Flower Extract', 'Hemidesmus Indicus (Sarsaparilla) Extract', 'Vetiveria Zizanoides (Vetivert/Vala) Root Powder', 'Tocopherol Acetate (Vitamin E)', 'Mimosa Pudica Extract', 'Santalum Album Extract', 'Onosma Hispidum Root Extract', 'Citrus Aurantium Amara (Neroli) Oil', 'Chamomilla Recuitita (Matricaria) Flower Extract', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Triticum Vulgare (Wheat) Germ Oil', 'Daucus Carota (Carrot) Root Extract', 'Geraniol', 'Linalool', 'Citronellol', 'Limonene']","KHADI OLEJEK Z HIBISKUSEM – ajurwedyjski olejek do włosów, ciała i skóry głowy",E
129,"['Aqua (Water)', 'Cetearyl Alcohol', 'Cetrimonium Chloride', 'Distearoylethyl Dimonium Chloride', 'Myristyl Alcohol', 'Helianthus Annuus (Sunflower) Seed Oil', 'Zea Mays (Corn) Germ Oil', 'Citrus Limon Fruit Extract', 'Prunus Armeniaca (Apricot) Seed Oil', 'Hydrogenated Vegetable Oil', 'Butyrospermum Parkii (Shea) Butter', 'Tocopherol', 'Parfum (Fragrance)', 'Citric Acid', 'Benzyl Alcohol', 'Glyceryl Laurate', 'Sodium Benzoate', 'Potassium Sorbate']",INSIGHT ENERGIZING MASK – emolientowa maska do średnioporowatych i wysokoporowatych włosów,E
130,"['Helianthus Annuus (Sunflower) Seed Oil', 'Cocos Nucifera (Coconut) Oil', 'Ricinus Communis (Castor) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Argania Spinosa (Argan) Kernel Oil', 'Oryza Sativa (Rice) Bran Oil', 'Phyllanthus Emblica Fruit Extract', 'Zea Mays (Corn) Germ Oil', 'Tocopherol', 'Parfum (Fragrance)']",PHITOFILOS ARMONIA ORIENTALE – mieszanka olejów do włosów,E
131,['Triticum Vulgare (Wheat) Germ Oil'],ETJA NIERAFINOWANY ZIMNOTŁOCZONY OLEJ Z KIEŁKÓW PSZENICY – do włosów wysokoporowatych i średnioporowatych,E
132,['Moringa Oleifera Seed Oil'],"Your Natural Side – nierafinowany olej moringa, do delikatnej skóry głowy",E
133,['Passiflora Edulis Seed Oil'],Your Natural Side – olej z nasion marakui (Passiflory),E
134,['Rosa Canina Seed Oil'],"Your Natural Side – nierafinowany olej różany, z nasion dzikiej róży, do włosów wysokoporowatych",E
135,['Hippophaë Rhamnoides Fruit Oil (Seabuckthorn Oil)'],Your Natural Side – nierafinowany olej rokitnikowy do włosów średnio- i wysokoporowatych oraz wrażliwej skóry głowy,E
136,"['Macadamia Ternifolia Seed Oil', 'Hydrogenated Vegetable Oil', 'Tocopherol Acetate (Vitamin E)']","Your Natural Side – masło makadamia, do włosów średnioporowatych",E
137,"['Water (Aqua)', 'Eau)', 'Glycerin', 'Fragrance (Parfum)', 'Butyrospermum Parkii (Shea) Butter', 'Cocos Nucifera (Coconut) Oil', 'Glycine Soja (Soybean) Seed Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Cocos Nucifera (Coconut) Fruit Extract', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Persea Gratissima (Avocado) Seed Oil', 'Vitis Vinifera (Grape) Seed Extract', 'Olea Europaea (Olive) Fruit Oil', 'Mangifera Indica (Mango) Seed Butter', 'Macadamia Ternifolia Seed Oil', 'Daucus Carota Sativa (Carrot) Seed Oil', 'Melia Azadirachta (Neem) Seed Oil', 'Argania Spinosa (Argan) Kernel Oil', 'Salvia Officinalis (Sage) Leaf Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Lonicera Japonica (Honeysuckle) Flower Extract', 'Laminara Cloustoni (Sea Kelp) Extract', 'Silk Amino Acids', 'Hydrolyzed Silk', 'PEG-40 Hydrogenated Castor Oil', 'Polyquaternium-10', 'Phenoxyethanol', 'Ethylhexylglycerin']",CANTU SHEA BUTTER COCONUT OIL SHINE & HOLD MIST – mgiełka nawilżająca,E
138,"['Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Prunus Armeniaca (Apricot) Seed Oil', 'Ricinus Communis (Castor) Seed Oil', 'Olea Europaea (Olive) Fruit Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Tocopherol', 'Parfum (Fragrance)']",PHITOFILOS ARMONIA MEDITERRANEA – mieszanka olejów do włosów,E
139,"['Emblica Officinalis (Amla) Oil', 'Sesamum Indicum (Sesame ) Seed Oil']",AYUSH AJURWEDYJSKI AMLA – olejek do ciała i włosów,E
140,"['Butea frondosa (Tesu) Extract', 'Acacia Concinna (Shikakai) Fruit Extract', 'Hibiscus Rosa Sinensis (Chinese Rose) Flower Extract', 'Mangifera Indica (Mango) Seed Extract', 'Emblica Officinalis (Amla) Fruit Extract', 'Vegetable Oil']","Biotique, Bio Flame of the Forest – wzmacniający olejek na porost z hibiskusem i amlą indyjską",E
141,"['Oryza Sativa (Rice) Bran Oil', 'Sesamum Indicum (Sesame ) Seed Oil', 'Cannabis Sativa (Hemp) Seed Oil', 'Crambe Abyssinica Seed Oil', 'Sclerocarya Birrea (Marula) Seed Oil', 'Prunus Armeniaca (Apricot) Seed Oil', 'Tocopherol', 'Parfum (Fragrance)']",PHITOFILOS ARMONIA D’AFRICA – mieszanka olejów do włosów,E
142,"['Helianthus Annuus (Sunflower) Seed Oil', 'Calendula Offi\xadci\xadna\xadlis (Marigold) Flower Ex\xadtract']","Natura Receptura – łagodzący macerat z kwiatów nagietka, w zimnotłoczonym oleju słonecznikowym",E
143,['Laurus Nobilis Fruit Oil'],"Your Natural Side – nierafinowany olej laurowy o balsamicznym zapachu, przeciw łupieżowi",E
144,['Vitis Vinifera (Grape) Seed Oil'],"Your Natural Side – olej winogronowy, do włosów wysokoporowatych",E
145,"['Aqua with infusions of:', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Cananga Odorata (Ylang Ylang) Flower Essential Oil', 'Organic Lotus Corniculatus Flower Extract', 'Tamarindus Indica Leaf Extract', 'Mangifera Indica (Mango) Seed Oil', 'Acacia Arabica Bark Extract', 'Orchis Maculata Flower Extract', 'Cetearyl Alcohol', 'Glyceryl Stearate', 'Cetrimonium Chloride', 'Behentrimonium Chloride', 'Cetyl Ether', 'Dimethicone', 'Guar Hydroxypropyltrimonium Chloride', 'Parfum', 'Benzyl Alcohol', 'Benzoic Acid', 'Sorbic Acid', 'Citric Acid']",PLANETA ORGANICA MASKA TAJSKA BLASK I SIŁA – dociąża i nadaje blask,E
146,['Cannabis Sativa (Hemp) Seed Oil'],"Dary Natury – lekki, zimnotłoczony olej konopny, do włosów wysokoporowatych",E
147,['Nigella Sativa (Black Cumin) Seed Oil'],"Dary Natury – zimnotłoczony olej z czarnuszki, do włosów wysokoporowatych i poblematycznej skóry głowy ze skłonnościami do przetłuszczania i łupieżu",E
148,['Trigonella Foenum - Graceum (Fenugreek) Seed Oil'],"Dary Natury – zimnotłoczony, ekologiczny olej z nasion kozieradki na porost włosów i wzmocnienie cebulek",E
149,"['Aqua', 'Sorbitol', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Acrylates/Steareth-20 Methacrylate Crosspolymer', 'Glycerin', 'Pvp', 'Polysorbate-20', 'Carbomer', 'Fragrance (Parfum)', 'Disodium Edta', 'Honey', 'Benzoic Acid', 'Ethylhexylglycerin', 'Glycereth-2 Cocoate', 'Yellow 5 (CI 19140)', 'Yellow 6 (CI 15985)']",MISS JESSE’S Honey Curls Curl Enhancer – miodowy żel utrwalający i definiujący,E
150,['Prunus Amygdalus Dulcis (Sweet Almond) Oil'],ETJA NIERAFINOWANY ZIMNOTŁOCZONY OLEJ ZE SŁODKICH MIGDAŁÓW – do włosów wysokoporowatych i średnioporowatych,E
151,['Ribes Nigrum Seed Oil'],ETJA ZIMNOTŁOCZONY OLEJ Z CZARNEJ PORZECZKI – do włosów wysokoporowatych,E
152,"['Aqua', 'Carbomer', 'Triethanolamine', 'Sodium Hydroxymethylglycinate', 'Linum Usitatissimum (Linseed) Seed Oil', 'Ricinus Communis (Castor) Seed Oil', 'Butyrospermum Parkii (Shea) Butter', 'Olea Europaea (Olive) Fruit Oil', 'Polysorbate-20', 'Tetrasodium EDTA', 'Polyvinylpyrrolidone', 'Glycerin', 'Hydrolyzed Wheat Protein', 'Yellow 5 (CI 19140)', 'Yellow 6 (CI 15985)', 'mica', 'titanium dioxide and iron oxide', 'Parfum', 'Benzyl Benzoate', 'd-Limonene', 'Lilial']",ECO STYLE GOLD – mocny żel do stylizacji z oliwą z oliwek i olejem rycynowym,E
153,['Linum Usitatissimum (Linseed) Seed Oil'],"Your Natural Side – nierafinowany olej lniany, do włosów wysokoporowatych",E
154,['Oryza Sativa (Rice) Bran Oil'],Your Natural Side – olej ryżowy do włosów wysoko- i średnioporowatych,E
155,['Citrullus Colocynthis Seed Oil'],"Your Natural Side – olej z pestek arbuza, do włosów wysokoporowatych",E
156,['Nigella Sativa (Black Cumin) Seed Oil'],"Your Natural Side – nierafinowany olej z czarnuszki, redukcja łupieżu i przetłuszczania",E
157,['Persea Gratissima (Avocado) Seed Oil'],"Your Natural Side – zimnotłoczony olej awokado, do włosów średnioporowatych",E
158,['Prunus Domestica (Plum) Seed Oil'],"Your Natural Side – lekki, aromatyczny olej z pestek śliwki, do włosów średnioporów (nierafinowany)",E
159,"['Aqua', 'Sapindus Mukurossi Peel Floral Water', 'Aesculus Hippocastanum (Horse Chestnut) Seed Extract', 'Salvia Officinalis (Sage) Leaf Extract', 'Glycerine', 'Behenamidopropyl Dimethylamine', 'Glyceryl Monostearate', 'Glyceryl Stearate SE', 'Triticum Vulgare (Wheat) Germ Oil', 'Oleum Rusci', 'Juniperus Communis Essential Oil', 'Parfum', 'Lactic Acid', 'Benzoic Acid', 'Sorbic Acid', 'Dehydroacetic Acid', 'Benzyl Alcohol']",Fitokosmetik – przeciwłupieżowy balsam dziegciowy,E
160,"['Helianthus Annuus (Sunflower) Seed Oil', 'Arctium Lappa (Burdock) Root Extract', 'Capsicum Annuum (Chili Pepper) Fruit Extract', 'BHT']","Green Pharmacy, Elfa Pharm – olejek łopianowy na porost włosów z papryką",E
161,"['Aqua', 'Cetearyl Alcohol', 'Myristyl Alcohol', 'Cetrimonium Chloride', 'Propylene Glycol', 'Parfum', 'Cereus grandiflorus (Cactus) Extract', 'Allium sativum (Garlic) Extract', 'Hydrolyzed Vegetable Protein', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Citric Acid']",DABUR VATIKA DZIKI KAKTUS – maska do włosów słabych i łamliwych,E
162,"['Hippophae Rhamnoides Water', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Crambe Abyssinica Seed Oil', 'Carthamus Tinctorius Seed Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Pinus Siberica Cone Essential Oil', 'Aqua (Water)', 'Tilia Cordata Flower Extract', 'Citric Acid', 'Glycerin', 'Behenamidopropyl Dimethylamine', 'Glyceryl Monostearate', 'Parfum', 'Lactic Acid', 'Benzoic Acid', 'Sorbic Acid', 'Dehydroacetic Acid', 'Benzyl Alcohol']",Fitokosmetik – odżywczy olejek do włosów z dodatkiem nawilżającego kwiatu lipy,E
163,"['Aqua', 'Pvp', 'Carbomer', 'Phenoxyethanol', 'Aminomethyl Propanol', 'PEG-40 Hydrogenated Castor Oil', 'Sodium Benzoate', 'sodium methylparaben', 'Dipropylene Glycol', 'Parfum', 'Benophenone-4', 'Tetrasodium EDTA', 'Benzyl salicylate', 'Butylphenyl\xa0Methylpropional', 'Limonene', 'Hydroxycitronellal', 'CI 60730', 'CI 17200']",BOOTS ESSENTIALS EXTRA FIRM HOLD GEL – żel do stylizacji,E
164,['Urtica Dioica (Nettle) Seed Oil'],"Dary Natury – zimnotłoczony olej z nasion pokrzywy, na porost włosów",E
165,['Fragaria Ananassa Seed Oil'],"Your Natural Side – aromatyczny olej z nasion truskawki, o słodkim zapachu, do włosów wysokoporowatych (nierafinowany)",E
166,['Camellia Oleifera Seed Oil'],"Your Natural Side – kojący, nierafinowany olej kameliowy, do wrażliwej skóry głowy i do włosów wysokoporowatych",E
167,['Simmondsia Chinensis (Jojoba) Seed Oil'],"Your Natural Side – nierafinowany, złoty olej jojoba, do włosów średnioporowatych",E
168,"['Cocos Nucifera (Coconut) Oil', 'Sesamum Indicum (Sesame ) Seed Oil', 'Milk', 'Nilibhrugadi Oil', 'Sungandhit Dravya', 'Trifala', 'Eclipta Alba', 'Ferriper Oxidumrubrum', 'Triticum Aestivum Oil', 'Lemon Citrus Medica Oil', 'Centella Asiatica', 'Jasminum Officinale', 'Datura Metel', 'Indigofera Tinctoria', 'Citrullus Colocynthis', 'Abrus Precatorius', 'Elettaria Cardamonum', 'Valeriana Wallichii', 'Pongamia Pinnata', 'Azadirachta Indica', 'Lawsonia Alba', 'Cedrus deodara oil (eteryczny olejek cedrowy)', 'Anacyclus Pyrethrum', 'Vetiveria Zizanioides', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Quinazarine Green CI 61565']",SESA – indyjski olejek na porost włosów,E
0,"['Aqua', 'Cetearyl Alcohol', 'Myristyl Alcohol', 'Cetrimonium Chloride', 'Propylene Glycol', 'Hydrolyzed Vegetable Protein', 'Lawsonia Inermis (Henna) Leaf Extract', 'Hydrogenated Castor Oil', 'Parfum', 'Citric Acid', 'Magnesium Chloride', 'Magnesium Nitrate', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Amyl Cinnamal', 'Buthylphenyl Methylpropional', 'Limonene', 'Linalool']",DABUR VATIKA TROPIKALNY KOKOS – maska do włosów bez objętości,P
1,"['Aqua', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'PPG-3 Benzyl Ether\xa0Myristate', 'Hydrolyzed Pea Protein', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Hydroxypropyltrimonium Hydrolyzed Wheat Protein', 'Camellia Sinensis (Green Tea) Leaf Extract', 'Cetrimonium Chloride', 'Starch Hydroxypropyltrimonium Chloride', 'Phenoxyethanol', 'Benzoic Acid', 'Dehydroacetic Acid', 'Parfum', 'Limonene']",Anwen Mała Odżywka Proteinowa Zielona Herbata- odżywka do włosów o średniej porowatości,P
2,"['Aqua', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'PPG-3 Benzyl Ether\xa0Myristate', 'Hydrolyzed Pea Protein', 'Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', 'Hydroxypropyltrimonium Hydrolyzed Wheat Protein', 'Camellia Sinensis (Green Tea) Leaf Extract', 'Cetrimonium Chloride', 'Starch Hydroxypropyltrimonium Chloride', 'Phenoxyethanol', 'Benzoic Acid', 'Dehydroacetic Acid', 'Parfum', 'Limonene']",ANWEN Proteinowa Zielona Herbata – odżywka do włosów o średniej porowatości,P
3,"['Aqua', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'PPG-3 Benzyl Ether\xa0Myristate', 'Hydrolyzed Milk Protein', 'Hydrolyzed Oats', 'Hydrolyzed Keratin', 'Cetrimonium Chloride', 'Starch Hydroxypropyltrimonium Chloride', 'Phenoxyethanol', 'Benzoic Acid', 'Dehydroacetic Acid', 'Parfum']",Anwen MAŁA Odżywka Proteinowa Magnolia – do włosów o średniej porowatości,P
4,"['Aqua', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'PPG-3 Benzyl Ether\xa0Myristate', 'Hydrolyzed Milk Protein', 'Hydrolyzed Oats', 'Hydrolyzed Keratin', 'Cetrimonium Chloride', 'Starch Hydroxypropyltrimonium Chloride', 'Phenoxyethanol', 'Benzoic Acid', 'Dehydroacetic Acid', 'Parfum']",ANWEN Proteinowa Magnolia – odżywka do włosów o średniej porowatości,P
5,"['Aqua', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'PPG-3 Benzyl Ether\xa0Myristate', 'Hydrolyzed Pea Protein', 'Keratin', 'Hydrolyzed Keratin', 'Collagen', 'Hydrolyzed Elastin', 'Cetrimonium Chloride', 'Starch Hydroxypropyltrimonium Chloride', 'Phenoxyethanol', 'Benzoic Acid', 'Dehydroacetic Acid', 'Parfum', 'Butylphenyl\xa0Methylpropional', 'Benzyl salicylate', 'Coumarin', 'Limonene', 'Geraniol', 'Linalool', 'Hexyl Cinnamal']",ANWEN Proteinowa Orchidea – odżywka do włosów o wysokiej porowatości,P
