,inci,title,peh_class
70,"['\xa0Cetyl Alcohol', ' Theobroma Cacao Seed Butter', ' Distearoylethyl Dimonium Chloride', '\xa0Behentrimonium chloride', ' Squalane', ' Dipropylene glycol', ' Caprylyl/Capryl Glucoside', ' Betula Alba\xa0Oil', ' Prunus Amygdalus Dulcis Oil', ' Ricinus Communis Seed Oil', ' Simmondsia Chinensis Seed Oil', '\xa0Acacia Concinna Fruit Powder', ' Carrageenan', ' Niacinamide', ' Glycerin', ' Aqua']","HERBS&HYDRO Odżywka w kostce dziegieć 40g, W PUSZCE",E
71,"[' Cetyl Alcohol', ' Theobroma Cacao Seed Butter', ' Distearoylethyl Dimonium Chloride', '\xa0Behentrimonium chloride', ' Squalane', ' Rubus Idaeus Seed Oil', ' Caprylyl/Capryl Glucoside', '\xa0Dipropylene glycol', ' Cannabis Sativa Seed Oil', ' Glycerin', ' Carrageenan', ' Aqua', ' Parfum', ' CI45410']","HERBS&HYDRO Odżywka w kostce konopie i malina 40g, W PUSZCE",E
72,"['\xa0Cetyl Alcohol', ' Theobroma Cacao Seed Butter', ' Squalane', ' Distearoylethyl Dimonium Chloride', '\xa0Mangifera Indica Seed Butter', ' Behentrimonium chloride', ' Prunus Amygdalus Dulcis Oil', '\xa0Caprylyl/Capryl Glucoside', ' Dipropylene glycol', ' Simmondsia Chinensis Seed Oil', ' Cannabis Sativa\xa0Seed Oil', ' Ricinus Communis Seed Oil', ' Glycerin', ' Carrageenan', ' Aqua', ' Parfum', ' Synthetic\xa0Fluorphlogopite', ' CI77891', ' CI77491', ' Limonene', ' Amyl Cinnamal']","HERBS&HYDRO Odżywka w kostce konopie i mango 40g, W PUSZCE",E
73,"[' Cetyl Alcohol', ' Theobroma Cacao Seed Butter', ' Distearoylethyl Dimonium Chloride', '\xa0Behentrimonium chloride', ' Squalane', ' Cannabis Sativa Seed Oil', ' Dipropylene glycol', ' Caprylyl/Capryl\xa0Glucoside', ' Polyquaternium-10', ' Carrageenan', ' Aqua', ' Glycerin', ' Litsea Cubeba Fruit Oil', ' Parfum', ' CI\xa077288', ' Citral', ' Limonene']","HERBS&HYDRO Odżywka w kostce konopie i may chang 40g, W PUSZCE",E
74,"['\xa0Aqua (Water)', ' Cetearyl Alcohol', ' Butyrospermum Parkii (Shea Butter)', ' Persea Gratissima (Avocado) Oil', ' Theobroma Cacao (Cocoa) Seed Butter', ' Behentrimonium Methosulfate', ' Aloe Barbadensis (Aloe Vera) Leaf Juice Powder', ' Equisetum Arvense (Horsetail) Extract', ' Mentha Piperita (Peppermint) Leaf Extract', ' Rosmarinus Officinalis (Rosemary) Flower/Leaf/Stem Extract', ' Laurus Nobilis (Bay Laurel) Leaf Extract', ' Ocimum Basilicum (Basil) Leaf Extract', ' Urtica Dioica (Nettle) Leaf Extract', ' Arctium Lappa (Burdock) Root Extract', ' Althea Officinalis (Marshmallow) Root Extract', ' Origanum Vulgare (Oregano) Leaf Extract', ' Cymbopogon Flexuosus (Lemongrass) Extract', ' Thymus Vulgaris (Thyme) Leaf Extract', ' Salvia Officinalis (Sage) Leaf Extract', ' Lecithin', ' Lavandula Officinalis (Lavender) Flower Oil', ' Citrus Sinensis (Sweet Orange) Peel Oil Expressed', ' Citrus Paradisi (Grapefruit) Peel Oil', ' Cinnamal', ' Citral', ' Eugenol', ' Geraniol', ' Citronellol', ' Limonene', ' Linalool', ' Benzoic Acid', ' Dehydroacetic Acid', ' Phenoxyethanol']",JESSICURL Deep Conditioning Treatment Citrus Lavender Maska głęboko odżywiająca cytrusy i lawenda 237ml,E
75,"['\xa0Aqua (Water)', ' Cetearyl Alcohol', ' Butyrospermum Parkii (Shea Butter)', ' Persea Gratissima (Avocado) Oil', ' Theobroma Cacao (Cocoa) Seed Butter', ' Behentrimonium Methosulfate', ' Aloe Barbadensis (Aloe Vera) Leaf Juice Powder', ' Equisetum Arvense (Horsetail) Extract', ' Mentha Piperita (Peppermint) Leaf Extract', ' Rosmarinus Officinalis (Rosemary) Flower/Leaf/Stem Extract', ' Laurus Nobilis (Bay Laurel) Leaf Extract', ' Ocimum Basilicum (Basil) Leaf Extract', ' Urtica Dioica (Nettle) Leaf Extract', ' Arctium Lappa (Burdock) Root Extract', ' Althea Officinalis (Marshmallow) Root Extract', ' Origanum Vulgare (Oregano) Leaf Extract', ' Cymbopogon Flexuosus (Lemongrass) Extract', ' Thymus Vulgaris (Thyme) Leaf Extract', ' Salvia Officinalis (Sage) Leaf Extract', ' Parfum (Fragrance)', ' Lecithin', ' Cinnamal', ' Citral', ' Coumarin', ' Eugenol', ' Geraniol', ' Citronellol', ' Limonene', ' Linalool', ' Benzoic Acid', ' Dehydroacetic Acid', ' Phenoxyethanol']",JESSICURL Deep Conditioning Treatment Island Fantasy Maska głęboko odżywiająca rajska wyspa 237ml,E
76,"['\xa0Aqua (Water)', ' Cetearyl Alcohol', ' Butyrospermum Parkii (Shea Butter)', ' Persea Gratissima (Avocado) Oil', ' Theobroma Cacao (Cocoa) Seed Butter', ' Behentrimonium Methosulfate', ' Aloe Barbadensis (Aloe Vera) Leaf Juice Powder', ' Equisetum Arvense (Horsetail) Extract', ' Mentha Piperita (Peppermint) Leaf Extract', ' Rosmarinus Officinalis (Rosemary) Flower/Leaf/Stem Extract', ' Laurus Nobilis (Bay Laurel) Leaf Extract', ' Ocimum Basilicum (Basil) Leaf Extract', ' Urtica Dioica (Nettle) Leaf Extract', ' Arctium Lappa (Burdock) Root Extract', ' Althea Officinalis (Marshmallow) Root Extract', ' Origanum Vulgare (Oregano) Leaf Extract', ' Cymbopogon Flexuosus (Lemongrass) Extract', ' Thymus Vulgaris (Thyme) Leaf Extract', ' Salvia Officinalis (Sage) Leaf Extract', ' Lecithin', ' Cinnamal', ' Citral', ' Eugenol', ' Geraniol', ' Citronellol', ' Limonene', ' Linalool', ' Benzoic Acid', ' Dehydroacetic Acid', ' Phenoxyethanol']",JESSICURL Deep Conditioning Treatment No Fragrance Added Maska głęboko odżywiająca bezzapachowa 237ml,E
77,"[' Aqua With Infusions Of Organic Rubus Chamaemorus Extract (organiczna malina moroszka)', ' Cetearyl Alcohol', ' Glycerin', ' Ceteareth-3', ' Behentrimonium Chloride', ' Camellia Sinensis Leaf Extract (zielona herbata)', ' Soybean Glycerides', ' Butyrospermum Parkii Butter Unsaponifiables (niezmydlana frakcja masła shea)', ' Lactic Acid (kwas mlekowy)', ' Citric Acid (kwas cytrynowy)', ' Malic Acid (kwas jabłkowy) [kompleks kwasów owocowych]', ' Hydroxyethylcellulose', ' Silicone Quaternium-18', ' Trideceth-6', ' Trideceth-12', ' Tetrasodium EDTA', ' Parfum', ' Phenoxyethanol', ' Ethylhexylglycerin', ' CI15985', ' CI16035.']",KARELIA ORGANICA Malina moroszka Maska zakwaszająca 220ml,E
78,"['\xa0Organic mango fruit extract', ' organic slippery elm', ' organic marshmallow root', ' organic lemongrass', ' cetyl alcohol', ' *behentrimonium methosulfate', ' citric acid', ' phenoxyethanol and natural fragrance.']",KINKY CURLY Knot Today Odżywka bez spłukiwania 236ml,E
79,"['\xa0Water', ' Cetyl Alcohol', ' Behentrimonium Methosulfate', ' Hydroxypropyl Guar', ' Macadamia Ternifolia Seed Oil', ' Argania (Argan) Spinosa Oil', ' Caprylic/Capric Triglyceride', ' Biotin', ' Silk Amino Acids', ' Collagen Amino Acids', ' Glycerin', ' Panthenol', ' Polysorbate 60', ' Phenoxyethanol', ' Natural Fragrance. \xa0']",KINKY CURLY Stellar Strands Hydrating Deep Treatment Odżywka bez spłukiwania z aminokwasami jedwabiu i kolagenu 236ml,E
80,"['\xa0Aqua', ' Cetearyl Alcohol', ' Isopropyl Myristate', ' Distearoylethyl Dimonium Chloride', ' Theobroma Cacao Seed Butter', ' Butyrospermum Parkii Butter', ' Cocos Nucifera Oil', ' Acetum', ' Prunus Armeniaca Fruit Extract', ' Prunus Persica Fruit Extract', ' Pyrus Malus Fruit Extract', ' Linum Usitatissimum Seed Extract', ' Salvia Hispanica Seed Extract', ' Xylitol', ' Gluconolactone', ' Panthenol', ' Tocopheryl Acetate', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' Citric Acid', ' Caprylic Acid', ' Trisodium Ethylenediamine Disuccinate', ' Polysorbate 80', ' Benzyl Alcohol', ' Sodium Benzoate', ' Potassium Sorbate', ' Parfum']",MAWAWO Maska do włosów niskoporowatych 200ml,E
81,"['\xa0Water/aqua/eau', ' behentrimonium methosulfate', ' cetearyl alcohol', ' acetyl esters', ' Orbygnia speciosa *(babassu) nut oil', ' biosaccharide gum-1', ' Euterpe(acai)pulp oil', ' sodium PCA', ' sodium lactate', ' arginine', ' aspartic acid', ' PCA', ' glycine', ' alanine', ' serene', ' valine', ' proline', ' threonine', ' isoleucine', ' histidine', ' phenylalanine', ' Orbignya speciosa kernel oil', ' Astrocaryum murumuru butter', ' Pentaclethra macroloba (pracaxi) seed oil', ' *Rosmarinus officinalis (rosemary) leaf extract', ' *Helianthus annuus (sunflower) seed oil', ' dehydroacetic acid', ' Lavandula agustifolia (lavender) flower oil', ' Pelargonium graveolens (geranium) flower/leaf oil Salvia officials (sage) leaf oil', ' *Mentha piperita (peppermint) leaf oil', ' *citrus paradise(Pink Grapefruit) peel oil', ' *Litsea cubeba (litsea cubeba) fruit oil', ' *Mentha (spearmint) leaf oil', ' Benzyl alcohol']",MIELLE ORGANICS Babassu & Mint Deep Conditioner odżywka babassu i mięta 240ml,E
82,"['\xa0Aqua (Water)', ' Cocos Nucifera (Coconut) Oil*', ' Butyrospermum Parkii (Shea Butter)*', ' Behentrimonium Methosulfate', ' Cetearyl Alcohol', ' Lavandula Angustifolia (Lavender) Flower Wax*', ' Theobroma grandiflorum (Cupuacu) Butter', ' Vitis Vinifera (Grape) Seed Oil*', ' Aloe Barbadensis Leaf Juice*', ' Honey*', ' Glycerin*', ' Plukenetia Volubilis (Sacha Inchi) Oil*', ' Cetyl Esters', ' Glyceryl Stearate SE', ' Parfum (Fragrance)', ' Panthenol (Vitamin B5)', ' Carbomer', ' Aminomethyl Propanol', ' Dehydroacetic Acid', ' Benzyl Alcohol.']",MIELLE ORGANICS Sacha Inchi Curl Enhancing Cream Krem do loków dla dzieci 224g,E
83,"['\xa0Water (Aqua', ' Eau)', ' Cocos Nucifera (Coconut) Oil', ' Glycerin', ' Isoprpyl Myristate', ' Caprylic/Capric Triglyceride', ' Stearyl Alcohol', ' Polyquaternium-11', ' Fragrance (Parfum)', ' Ceteareth-20', ' Dimethicone', ' Glycine Soja (Soybean) Oil', ' *Orbignya Oleifera (Babassu) Oil', ' *Mauritia Flexuosa (Buriti) Fruit Oil', ' *Copaiferi Officianalis (Balsam Copaiba) Resin', ' *Astrocaryum Murumuru Seed Butter', ' Panthenol', ' Punica Granatum (Pomegranate) Extract', ' Hydrolyzed Soy Protein', ' Honey (Mel', ' Miel)', ' Propanediol', ' Polyquaternium-37', ' Carbomer', ' Phenoxyethanol', ' Propylene Glycol Dicaprate Dicaprylate', ' Steareth-2', ' Oleth-10', ' Aminomethyl Propaol', ' Benzoic Acid', ' Dehydroacetic Acid', ' PPG-1 Trideceth-6', ' Disodium EDTA', ' Limonene', ' Linolool', ' Benzyl Alcohol.']",MIELLE Pomegranate & Honey Curl Smoothie Odżywka bez spłukiwania 355ml,E
84,"['\xa0Aqua (Water)', ' Cetearyl Alcohol', ' Butyrospermum Parkii (Shea Butter)', ' Persea Gratissima (Avocado) Oil', ' Theobroma Cacao (Cocoa) Seed Butter', ' Behentrimonium Methosulfate', ' Aloe Barbadensis (Aloe Vera) Leaf Juice Powder', ' Equisetum Arvense (Horsetail) Extract', ' Mentha Piperita (Peppermint) Leaf Extract', ' Rosmarinus Officinalis (Rosemary) Flower/Leaf/Stem Extract', ' Laurus Nobilis (Bay Laurel) Leaf Extract', ' Ocimum Basilicum (Basil) Leaf Extract', ' Urtica Dioica (Nettle) Leaf Extract', ' Arctium Lappa (Burdock) Root Extract', ' Althea Officinalis (Marshmallow) Root Extract', ' Origanum Vulgare (Oregano) Leaf Extract', ' Cymbopogon Flexuosus (Lemongrass) Extract', ' Thymus Vulgaris (Thyme) Leaf Extract', ' Salvia Officinalis (Sage) Leaf Extract', ' Lecithin', ' Lavandula Officinalis (Lavender) Flower Oil', ' Citrus Sinensis (Sweet Orange) Peel Oil Expressed', ' Citrus Paradisi (Grapefruit) Peel Oil', ' Cinnamal', ' Citral', ' Eugenol', ' Geraniol', ' Citronellol', ' Limonene', ' Linalool', ' Benzoic Acid', ' Dehydroacetic Acid', ' Phenoxyethanol']",MINIATURA JESSICURL Deep Conditioning Treatment Citrus Lavender Maska głęboko odżywiająca cytrusy i lawenda 59ml,E
85,"['\xa0Behentrimonium Methosulfate & Cetearyl Alcohol', ' Theobroma Cacao Seed Butter', ' Cetyl Alcohol', ' Hydroxypropyltrimonium Honey & Leuconostoc / Radish RootFerment Filtrate', ' Honey', ' Citrus Aurantinum Dulcis Peel Oil', ' Panthenol', ' Sodium Lactate', ' Beeswax', ' Macadamia Ternifolia Seed Oil & Pulmonariae Officinalis Extract & Tilia Cordata (Linden) Extract & Sambucus Nigra Flower Extract', ' Persea Gratissima Oil', ' Juglans Regia Seed Oil', ' Dehydroacetic Acid & Benzyl Alcohol', ' Lactic Acid', ' Citral*', ' Linalool*', ' Limonene*']",MIODOWA MYDLARNIA Balsam do włosów w kostce MIÓD Z POMARAŃCZĄ 65g RE-FILL,E
86,"[' Behentrimonium Methosulfate & Cetearyl Alcohol', ' Theobroma Cacao Seed Butter', ' Cetyl Alcohol', ' Hydroxypropyltrimonium Honey & Leuconostoc / Radish RootFerment Filtrate', ' Honey', ' Citrus Aurantinum Dulcis Peel Oil', ' Panthenol', ' Sodium Lactate', ' Beeswax', ' Macadamia Ternifolia Seed Oil & Pulmonariae Officinalis Extract & Tilia Cordata (Linden) Extract & Sambucus Nigra Flower Extract', ' Persea Gratissima Oil', ' Juglans Regia Seed Oil', ' Dehydroacetic Acid & Benzyl Alcohol', ' Lactic Acid', ' Citral*', ' Linalool*', ' Limonene*']",MIODOWA MYDLARNIA Balsam do włosów w kostce MIÓD Z POMARAŃCZĄ 65g W PUSZCE,E
87,"[' Behentrimonium Methosulfate', ' Theobroma Cacao (Cocoa) Seed Butter', ' Cetyl Alcohol', ' Sesamum Indicum (Sesame) Seed Oil', ' Cocamidopropyl Betaine', ' Arachis Hypogaea (Peanut) Oil', ' Carthamus Tinctorius Seed Oil', ' Aloe Barbadensis Leaf Juice', ' Panthenol', ' Montmorillonite', ' Helianthus Annuus Seed Oil (and) Equisetum Arvense Extract', ' Citrus Bergamia Peel Oil Expressed', ' Citrus Aurantifolia Peel Oil', ' Citrus Nobilis Peel Oil', ' Citral*', ' Limonene*', ' Linalool**składniki naturalnych olejków eterycznych']",MYDLARNIA CZTERY SZPAKI Odżywka do włosów w kostce 55g,E
88,"['\xa0Cocos Nucifera (Coconut) Oil', ' Simmondsia Chinensis Oil', ' Lecithin', ' PPG-3 Benzyl Ether Myristate', ' Tocopheryl Acetate', ' Serica Powder', ' Rosmarinus Officinalis (Rosemary) Leaf Extract; Helianthus Annuus (Sunflower) Seed Oil']",NATURALIS MANUFAKTURA Maska do włosów wysokoporowatych z lecytyną 60ml,E
89,"['\xa0Aqua', ' Prunus Amygdalus Dulcis Oil', ' Glycerin', ' Stearyl Alcohol', ' Simmondsia Chinesis Oil', ' Aquaxyl', ' Aloe Barbadensis Leaf Juice', ' Cetyl Alcohol', ' Glycyrrhiza Glabra Root Extract\xa0Hydrogenated Vegetable Oil', ' Centella Asiatica Extract', ' Citrus Medica Limonum Fruit Powder', ' Acacia Concinna Fruit Powder', ' Tocopherol', ' Sodium PCA', ' Polyquaternium 10', ' Cymbopogon Schoenanthus Oil', ' Zingiber Officinale Oil', ' Cetrimonium Chloride', ' Trachyspermum Ammi Flower Extract', ' Sodium Benzoate', ' Potassium Sorbate.']",ORIENTANA Odżywka do włosów Ajurwedyjska Imbir i Trawa Cytrynowa 210ml,E
90,"['\xa0Aqua', ' Prunus Amygdalus Dulcis Oil', ' Glycerin', ' Stearyl Alcohol', ' Simmondsia Chinesis Oil', ' Aquaxyl', ' Aloe Barbadensis Leaf Juice', ' Cetyl Alcohol', ' Glycyrrhiza Glabra Root Extract\xa0Hydrogenated Vegetable Oil', ' Centella Asiatica Extract', ' Citrus Medica Limonum Fruit Powder', ' Acacia Concinna Fruit Powder', ' Tocopherol', ' Sodium PCA', ' Polyquaternium 10', ' Jasminum Officinale Flower Oil', ' Camelia Sinensis Seed Oil', ' Terminalia Bellerica Fruit Extract', ' Cetrimonium Chloride', ' Trachyspermum Ammi Flower Extract', ' Sodium Benzoate', ' Potassium Sorbate.']",ORIENTANA Odżywka do włosów Ajurwedyjska Jaśmin i Migdałecznik 210ml,E
91,"['\xa0Aqua [Water]', ' Myristyl Alcohol', ' Behenamidopropyl Dimethylamine', ' Caprylic/Capric Triglyceride', ' Cetyl Alcohol', ' Pyrus Malus (Apple) Fruit Extract*', ' Citrus Limon (Lemon) Fruit Extract', ' Hydrolyzed Grapefruit*', ' Hydrolyzed Wheat Bran*', ' Hydrolyzed Tomato Skin', ' Azadirachta Indica Leaf Extract', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Althaea Officinalis Root Extract', ' Arctium Lappa Root Extract', ' Taraxacum Officinale Root Extract', ' Serenoa Serrulata Fruit Extract', ' Cannabis Sativa Seed Oil*', ' Ocimum Basilicum (Basil) Flower/Leaf/Stem Extract', ' Camellia Sinensis Leaf Extract*', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil*', ' Ricinus Communis (Castor) Seed Oil*', ' Simmondsia Chinensis (Jojoba) Seed Oil*', ' Citric Acid', ' Glycerin', ' Tartaric Acid', ' Potassium Sorbate', ' Sodium Benzoate', ' Lactic Acid', ' Benzyl Alcohol', ' Sodium Dehydroacetate', ' Parfum [Fragrance]***z ekologicznych upraw**bez alergenów']",PHITOFILOS Maschera Detox Maska oczyszczająca z osadu ze smogu i twardej wody Bazylia i Konopia 200ml,E
92,"[' Aqua [Water]', ' Myristyl alcohol', ' Behenamidopropyl dimethylamine', ' Caprylic / capric triglyceride', ' Phyllanthus emblica fruit extract', ' Ziziphus spine-christi leaf extract', ' Cannabis sativa seed oil (*)', ' Prunus amygdalus dulcis (Sweet almond) oil (*)', ' Ricinus communis (Castor) seed oil (*)', ' Simmondsia chinensis (Jojoba) seed oil (*)', ' Cetyl alcohol', ' Lactic acid', ' Citric acid', ' Sodium benzoate', ' Sodium dehydroacetate', ' Benzyl alcohol', ' Parfum [Fragrance] **']",PHITOFILOS Ziziphus Maschera Illuminante Maska z ekstraktem z głożyny 200ml,E
93,"[' Aqua with infusions of: Organic Argania Spinosa Kernel Oil (olej arganowy)', ' Organic\xa0Olea Europaea Fruit Oil (oliwa z oliwek)', ' Organic Origanum Vulgaris Extract', ' Cetyl Alcohol', '\xa0Glyceryl Stearate', '\xa0Hydroxypropyltrimonium Chloride', '\xa0Dicaprylyl Ether', ' Citric Acid', ' Organic Laurus Nobilis Leaf Extract (wyciąg z liści laurowych)', '\xa0Organic Citrus Aurantium Amara Flower Oil (olejek neroli)', ' Eucalyptus Globulus Oil (olejek eukaliptusowy)', ' Lavandula Angustifolia Flower Oil (olejek lawendowy)', ' Benzyl alcohol', ' Benzoic Acid', ' Sorbic Acid', ' CI 77007']",PLANETA ORGANICA Maska do włosów marokańska 300ml,E
94,"['\xa0Aqua with infusions of Organic Olea Europaea Fruit Oil (oliwa z oliwek)', ' Organic\xa0Vitis Vinifera Seed Oil (olej z pestek winogron)', ' Organic\xa0Punica Granatum Fruit Extract (ekstrakt z owoców granata)', '\xa0Organic Prunus Amygdalus Dulcis Oil (olej z migdałów)', '\xa0Saccharum Officinarum Extract', '\xa0 Cetearyl Alcohol', '\xa0Glyceryl Srearate', '\xa0Hydroxypropyltrimonium Chloride', ' Dicaprylyl Ether', ' Organic Cymbopogon Citratus Oil (organiczny olej z trawy cytrynowej)', ' Citric Acid', '\xa0Benzyl Alcohol', ' Benzoic Acid', '\xa0Sorbic Acid', ' Chlorophyll']",PLANETA ORGANICA Maska toskańska do włosów suchych i zniszczonych 300ml,E
95,"[' Aqua with infusions of Organic Melia Azadirachta Seed Oil', ' Organic Centella Asiatica Extract', ' Organic Euterpe Oleracea Fruit Extract', ' Organic\xa0Juniperus Communis Fruit Extract\xa0(ekstrakt z owoców jałowca)', ' Organic Bambusa Vulgaris Leaf Extract (ekstrakt bambusa)', ' Cetearyl Alcohol', '\xa0Glyceryl Srearate', '\xa0Hydroxypropyltrimonium Chloride', ' Dicaprylyl Ether', ' Citric Acid', ' Organic Santalum Album Oil', ' Cedrus Atlantica Bark Oil', '\xa0Benzyl Alcohol', ' Benzoic Acid', ' Sorbic Acid', ' Cl77019', ' Cl77891']",PLANETA ORGANICA Maska złota Ajurwedyjska 300ml,E
96,"[' Aqua', ' Cetearyl Alcohol', ' Behetrimonium Chloride', ' Amodimethicone', ' Cetyl Esters', ' Polyquaternium-37', ' Hydroxypropyltrimonium Hydrolyzed Corn Starch', ' Prunus Amygdalus Dulcis Oil', ' Aloes Barbadensis Leaf Juice', ' Panthenol', ' Phenoxyethanol', ' Caprylyl Glycol', ' Cetrimonium Chloride', ' Parfum', ' Trideceth-12', ' Propylene Glycol Dicaprylate/Dicaprete', ' PPG-1 Trideceth-6', ' Pentasodium Pentetate', ' Citric Acid', ' Isopropyl Alcohol', ' Potassium Sorbate', ' Sodium Benzoate']",SESSIO Maska Micellar 450g,E
97,"['\xa0Aqua', ' Cetearyl Alcohol', ' Shea Butter Ethyl Esters', ' Coco-Caprylate/Caprate', ' Palmitamidopropyltrimonium Chloride', ' Glyceryl Stearate', ' Persea Gratissima Oil', ' Macadamia Integrifolia Seed Oil', ' Mangifera Indica Fruit Extract', ' Carum Petroselinum Extract', ' Glycerin', ' Phenoxyethanol', ' Caprylyl Glycol', ' Parfum', ' Citric Acid', ' Potassium Sorbate', ' Sodium Benzoate', ' Ascorbyl Palmitate']",SESSIO Maska Vege emolientowa ekstraktem z mango 450g,E
98,"[' Aqua', ' Cetearyl Alcohol', ' Behetrimonium Chloride', ' Amodimethicone', ' Cetyl Esters', ' Hydroxypropyltrimonium Hydrolyzed Corn Starch', ' Polyquaternium-37', ' Prunus Amygdalus Dulcis Oil', ' Aloes Barbadensis Leaf Juice', ' Phenoxyethanol', ' Caprylyl Glycol', ' Cetrimonium Chloride', ' Parfum', ' Panthenol', ' Trideceth-12', ' Propylene Glycol Dicaprylate/Dicaprete', ' PPG-1 Trideceth-6', ' Pentasodium Pentetate', ' Citric Acid', ' Isopropyl Alcohol', ' Potassium Sorbate', ' Sodium Benzoate']",SESSIO Odżywka Micellar 300g,E
99,"['\xa0Aqua', ' Cetearyl Alcohol', ' Coco-Caprylate/Caprate', ' Shea Butter Ethyl Esters', ' Palmitamidopropyltrimonium Chloride', ' Cetyl Esthers', ' Mangifera Indica Fruit Extract', ' Carum Petroselinum Extract', ' Glycerin', ' Phenoxyethanol', ' Caprylyl Glycol', ' Parfum', ' Citric Acid', ' Potassium Sorbate', ' Sodium Benzoate']",SESSIO Odżywka Vege z ekstraktem z mango 300g,E
100,"['\xa0Cetearyl Alcohol', ' Theobroma Grandiflorum Seed Butter', ' Behentrimonium Methosulfate', ' Butyrospermum Parkii Butter', ' Glycerin', ' Ricinus Communis Seed Oil', ' Theobroma Cacao Seed Butter', ' Cocos Nucifera Oil', ' Tocopherol', ' Gardenia Tahitensis Flower Extract', ' Helianthus Annuus Seed Oil.']",SHAUSHKA Odżywka wegańska w kostce do włosów - Tiare Flower 50g,E
101,"[' Aqua', ' Olea Europaea Fruit Oil', ' Cocos Nucifera Oil', ' Cetearyl Alcohol And Sodium Cetearyl Sulfate', ' Glycerin', ' Cetearyl Alcohol', ' Citrus X Paradisi Extract', ' Citrus Sinensis Peel Oil', ' Fragrance', '\xa0Citrus X Paradisi Peel Oil', ' Angelica Archangelica Extract', ' Benzyl Alcohol', ' Dehydroacetic Acid', ' Sorbic Acid And Benzoic Acid', ' CI19140']",TINKTURA Yellow Magic - Odżywka do włosów każdego rodzaju 200ml,E
102,"['\xa0Aqua', ' Cetyl Alcohol', ' Vitis Vinifera Seed Oil', ' Glycerin', ' Stearic Acid', ' Panthenol', ' Argania Spinosa Kernel Oil', ' Rheum Palmatum Root Extract', ' Chamomilla Recutita Flower Extract', ' Cinnamomum Zeylanicum Bark Extract', ' Sodium Benzoate', ' Fragaria Ananassa (Strawberry) Seed Oil', ' Glyceryl Laurate', ' Tocopheryl Acetate', ' Lactic Acid', ' Cyamopsis Tetragonoloba Gum', ' Cocamidopropyl Betaine', ' Coco-glucoside', ' Cinnamomum Zeylanicum Bark Oil', ' Parfum.']","VIANEK Intensywnie regenerująca maska do włosów blond, farbowanych, rozjaśnianych 150ml",E
103,"[' Aqua', ' Cetyl Alcohol', ' Vitis Vinifera Seed Oil', ' Glycerin', ' Stearic Acid', ' Panthenol', ' Argania Spinosa Kernel Oil', ' Juglans Regia Leaf Extract', ' Rosmarinus Officinalis Leaf Extract', ' Sodium Benzoate', ' Rubus Idaeus Seed Oil', ' Glyceryl Laurate', ' Tocopheryl Acetate', ' Lactic Acid', ' Cyamopsis Tetragonoloba Gum', ' Cocamidopropyl Betaine', ' Coco-glucoside', ' Eugenia Caryophyllus Oil', ' Parfum.']","VIANEK Intensywnie regenerująca maska do włosów ciemnych, farbowanych  150ml",E
0,"['\xa0Aqua', ' Cetearyl Alcohol', ' Behentrimonium Chloride', ' Quaternium-91', ' Cetrimonium Methosulfate', ' Hydrolyzed Wheat Protein', ' Arctium Lappa Root Oil (olej łopianowy)', ' Centaurium Erythraea Extract (centuria pospolita)', ' Organic Acorus Calamus Root Extract (organiczny ekstrakt tataraku)', ' Humulus Lupulus (Hops) Cone Extract (ekstrakt szyszek chmielowych)', ' Organic Urtica Dioica (Nettle) Extract (organiczny ekstrakt pokrzywy)', ' Robinia Pseudoacacia Flower Extract (ekstrakt kwiatów białej akacji)', ' Guar Hydroxypropyltrimonium Chloride', ' Benzyl Alcohol', ' Benzoic Acid', ' Sorbic Acid', ' Parfum', ' Citric Acid', ' Beta Vulgaris (burak zwyczajny)', ' Maltodextrin', ' Caramel.']","AGAFIA Maska - balsam do włosów 20-minutowa, zioła syberyjskie 300ml",P
1,"['\xa0Aqua', ' Cetearyl Alcohol', ' Behentrimonium Chloride', ' Quaternium-91', ' Cetrimonium Methosulfate', ' Hydrolyzed Wheat Protein (roślinne proteiny)', ' Arctium Lappa Root Oil (olej łopianowy)', ' Hippophae Rhamnoides Fruit Oil (olej rokitnika ałtajskiego)', ' Aralia Mandshurica Root Extract (korzeń aralii mandżurskiej)', ' Aloe Barbadensis Leaf Juice (sok aloe vera)', ' Bitumen (ałtajskie mumio)', ' Capsicum Frutescens Fruit Extract (papryczka chili)', ' Ricinus Communis (Castor) Seed Oil (olej rycynowy)', ' Organic Althaea Officinalis Root Extract (organiczny ekstrakt prawoślazu lekarskiego)', ' Echinacea Purpurea Extract (ekstrakt z kwiatów echinacei purpurowej)', ' Guar Hydroxypropyltrimonium Chloride', ' Benzyl Alcohol', ' Benzoic Acid', ' Sorbic Acid', ' Parfum', ' Caramel', ' Citric Acid.']",AGAFIA Staroałtajska maska do włosów 300ml,P
